"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Cpa|evm.model.tig00020816.75",0.682534345177137,0.77665807002013,6,0.132876024173232,24,NA,NA
"Cpa|evm.model.tig00020943.36",3.59071551455286e-05,0.000101578270309137,21,0.590120216072309,24,3.59071551455286e-05,22
"Cpa|evm.model.tig00021105.41",0.322856743855962,0.387277427668557,23,0.920291483993451,24,NA,NA
"Cpa|evm.model.tig00001154.26",1.54895779200128e-10,2.48374942734421e-09,14,13.7576225809572,24,1.54895779200128e-10,15
"Cpa|evm.model.tig00020965.24",1.36443047862213e-09,1.48097012602844e-08,10,108.819117136567,24,1.36443047862213e-09,11
"Cpa|evm.model.tig00001299.17",0.0492609964653972,0.0683945335162831,20,0.473802447754512,24,0.0492609964653972,21
"Cpa|evm.model.tig00021535.18",0.00204115547498675,0.00378450302001641,22,3.45066860609881,24,0.00204115547498675,23
"Cpa|evm.model.tig00000545.20",4.01435224878746e-06,1.46490612821423e-05,15,11.0820701568589,24,4.01435224878746e-06,16
"Cpa|evm.model.tig00020660.40",7.75701530101113e-08,4.61746542391768e-07,20,8.36049007171149,24,7.75701530101113e-08,21
"Cpa|evm.model.tig00021432.50",0.00728846898097494,0.011981480257969,21,1.11147457132455,24,0.00728846898097494,22
"Cpa|evm.model.tig00020553.167",1.42056278204452e-11,3.83145430801037e-10,22,573.586745617702,24,1.42056278204452e-11,23
"Cpa|evm.model.tig00020912.60",6.81620408940039e-06,2.32997989878456e-05,13,3.45945330724335,24,6.81620408940039e-06,14
"Cpa|evm.model.tig00020878.25",4.83298004067588e-09,4.24826457979618e-08,13,20.1273236569984,24,4.83298004067588e-09,14
"Cpa|evm.model.tig00021179.41",0.000331576311891244,0.000738990033005117,0,15.3168944431925,24,0.000331576311891244,1
"Cpa|evm.model.tig00021612.45",3.77338230319034e-09,3.46591395634132e-08,9,20.0733248324702,24,3.77338230319034e-09,10
