"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Smo417691|PACid_15405407",3.37197933284195e-07,1.26313227178442e-06,15,3.30879522478056,24,3.37197933284195e-07,16
"Smo442699|PACid_15412490",0.00292579567385745,0.00502601515882192,16,5.68509589987861,24,0.00292579567385745,17
"Smo54030|PACid_15414797",0.0391029132113846,0.0560614511873108,15,0.234673455855633,24,0.0391029132113846,16
"Smo109995|PACid_15408121",1,1,14,0.119948233783978,24,NA,NA
"Smo416905|PACid_15404513",0.1084218740762,0.144171883853867,1,0.945429635292426,24,NA,NA
"Smo446260|PACid_15420962",0.000331576311891244,0.000669323751419009,10,15.5522207431621,24,0.000331576311891244,11
"Smo413145|PACid_15412177",0.00906164990753791,0.014394908496403,16,1.63632355223411,24,0.00906164990753791,17
"Smo86789|PACid_15402915",1.26731419882749e-08,6.78562581418317e-08,14,3.81223593482812,24,1.26731419882749e-08,15
"Smo131809|PACid_15405368",0.000436120439117286,0.00086333832364164,22,15.372930612063,24,0.000436120439117286,23
"Smo403903|PACid_15411069",0.000331576311891244,0.000669323751419009,15,1.08747098416969,24,0.000331576311891244,16
"Smo88277|PACid_15404869",9.06975779783577e-07,3.06841836764048e-06,15,1.64209237330687,24,9.06975779783577e-07,16
"Smo155951|PACid_15410109",0.000250825413911797,0.000517535390957433,22,2.54850159190396,24,0.000250825413911797,23
"Smo74491|PACid_15409993",1.54895779200128e-10,1.3984730645637e-09,20,27.2985175592702,24,1.54895779200128e-10,21
"Smo134756|PACid_15413618",5.72292595476361e-06,1.63430031682371e-05,16,1.30009770459615,24,5.72292595476361e-06,17
"Smo112759|PACid_15415706",0.000331576311891244,0.000669323751419009,10,6.16367740129221,24,0.000331576311891244,11
"Smo97338|PACid_15409920",4.91680755137136e-05,0.000115731709440189,12,6.51833218140786,24,4.91680755137136e-05,13
"Smo8890|PACid_15408289",0.682534345177137,0.799506978441827,11,6.1312080549207,24,NA,NA
"Smo121227|PACid_15416080",3.59071551455286e-05,8.6798439842989e-05,16,0.481904282445429,24,3.59071551455286e-05,17
"Smo143767|PACid_15417849",0.000122037809271663,0.000267399697455161,2,22.3942427456687,24,0.000122037809271663,3
"Smo404621|PACid_15411712",0.0996690489880436,0.133317966865468,0,0.653581192821394,24,NA,NA
"Smo403629|PACid_15408697",4.20480229557618e-05,0.000100304399717651,21,3.84562828394458,24,4.20480229557618e-05,22
"Smo88115|PACid_15403954",1,1,20,0.232316199081482,24,NA,NA
"Smo98648|PACid_15415213",2.60702153235381e-05,6.4933308630284e-05,11,8.93436515436742,24,2.60702153235381e-05,12
"Smo106129|PACid_15415563",2.28165450262506e-09,1.48325536791312e-08,14,1.31306642320978,24,2.28165450262506e-09,15
